"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016/2017","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427266","9.1","6187","","","","0"
"2016/2017","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427274","9.2","6387","","","","0"
"2016/2017","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427275","9.3","6035","","","","0"
"2016/2017","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427276","9.4","5983","","","","0"
"2016/2017","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427277","9.5","12624","","","","0"
"2016/2017","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427278","9.6","7002","","","","0"
"2016/2017","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427279","9.7","6178","","","","0"
"2016/2017","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427280","9.8","6265","","","","0"
"2016/2017","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427281","9.9","7305","","","","0"
"2016/2017","Saskatchewan","2016A000247","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427267","9.11","5972","","","","0"
"2016/2017","Saskatchewan","2016A000247","Dentistry","Current dollars","75","units","0","v62427268","9.12","32960","","","","0"
"2016/2017","Saskatchewan","2016A000247","Medicine","Current dollars","75","units","0","v62427269","9.13","16236","","","","0"
"2016/2017","Saskatchewan","2016A000247","Nursing","Current dollars","75","units","0","v62427270","9.14","7154","","","","0"
"2016/2017","Saskatchewan","2016A000247","Pharmacy","Current dollars","75","units","0","v62427271","9.15","8456","","","","0"
"2016/2017","Saskatchewan","2016A000247","Veterinary medicine","Current dollars","75","units","0","v62427272","9.16","9114","","","","0"
"2016/2017","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427273","9.17","6330","","","","0"
"2016/2017","Saskatchewan","2016A000247","Personal, protective and transportation services","Current dollars","75","units","0","v114648204","9.18","6195","","","","0"
"2016/2017","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414664","10.19","5742","","","","0"
"2016/2017","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427129","10.1","5269","","","","0"
"2016/2017","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427137","10.2","4975","","","","0"
"2016/2017","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427138","10.3","5050","","","","0"
"2016/2017","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427139","10.4","5247","","","","0"
"2016/2017","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427140","10.5","11031","","","","0"
"2016/2017","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427141","10.6","5868","","","","0"
"2016/2017","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427142","10.7","5320","","","","0"
"2016/2017","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427143","10.8","5244","","","","0"
"2016/2017","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427144","10.9","6420","","","","0"
"2016/2017","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427130","10.11","5210","","","","0"
"2016/2017","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62427131","10.12","20184","","","","0"
"2016/2017","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427132","10.13","13326","","","","0"
"2016/2017","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427133","10.14","5847","","","","0"
"2016/2017","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427134","10.15","9987","","","","0"
"2016/2017","Alberta","2016A000248","Veterinary medicine","Current dollars","75","units","0","v62427135","10.16","10864","","","","0"
"2016/2017","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427136","10.17","5165","","","","0"
"2016/2017","Alberta","2016A000248","Personal, protective and transportation services","Current dollars","75","units","0","v114648205","10.18","4942","","","","0"
"2016/2017","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414665","11.19","5523","","","","0"
"2016/2017","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427145","11.1","5229","","","","0"
"2016/2017","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427153","11.2","5309","","","","0"
"2016/2017","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427154","11.3","4836","","","","0"
"2016/2017","British Columbia","2016A000259","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427155","11.4","5050","","","","0"
"2016/2017","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427156","11.5","11112","","","","0"
"2016/2017","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427157","11.6","5188","","","","0"
"2016/2017","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427158","11.7","4999","","","","0"
"2016/2017","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427159","11.8","5032","","","","0"
"2016/2017","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427160","11.9","5509","","","","0"
"2016/2017","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427146","11.10","5396","","","","0"
"2016/2017","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427147","11.11","4983","","","","0"
"2016/2017","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427148","11.12","27653","","","","0"
"2016/2017","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427149","11.13","17407","","","","0"
"2016/2017","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427150","11.14","4382","","","","0"
"2016/2017","British Columbia","2016A000259","Pharmacy","Current dollars","75","units","0","v62427151","11.15","12256","","","","0"
"2016/2017","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427152","11.17","4992","","","","0"
"2016/2017","British Columbia","2016A000259","Personal, protective and transportation services","Current dollars","75","units","0","v114648206","11.18","5334","","","","0"
"2017/2018","Canada","2016A000011124","Total, field of study","Current dollars","75","units","0","v1001414655","1.19","6618","","","","0"
"2017/2018","Canada","2016A000011124","Education","Current dollars","75","units","0","v62427112","1.1","4423","","","","0"
"2017/2018","Canada","2016A000011124","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427121","1.2","5857","","","","0"
"2017/2018","Canada","2016A000011124","Humanities","Current dollars","75","units","0","v62427122","1.3","5619","","","","0"
"2017/2018","Canada","2016A000011124","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427123","1.4","5739","","","","0"
"2017/2018","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427124","1.5","12807","","","","0"
"2017/2018","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427125","1.6","7143","","","","0"
"2017/2018","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427126","1.7","6206","","","","0"
"2017/2018","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427127","1.8","7157","","","","0"
"2017/2018","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427128","1.9","8106","","","","0"
"2017/2018","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427113","1.10","6610","","","","0"
"2017/2018","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427114","1.11","5665","","","","0"
"2017/2018","Canada","2016A000011124","Dentistry","Current dollars","75","units","0","v62427115","1.12","22569","","","","0"
"2017/2018","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427116","1.13","14274","","","","0"
"2017/2018","Canada","2016A000011124","Nursing","Current dollars","75","units","0","v62427117","1.14","5636","","","","0"
"2017/2018","Canada","2016A000011124","Pharmacy","Current dollars","75","units","0","v62427118","1.15","10367","","","","0"
"2017/2018","Canada","2016A000011124","Veterinary medicine","Current dollars","75","units","0","v62427119","1.16","7647","","","","0"
"2017/2018","Canada","2016A000011124","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427120","1.17","6287","","","","0"
"2017/2018","Canada","2016A000011124","Personal, protective and transportation services","Current dollars","75","units","0","v114648199","1.18","6044","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Total, field of study","Current dollars","75","units","0","v1001414656","2.19","2821","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Education","Current dollars","75","units","0","v62427161","2.1","2805","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427166","2.2","2550","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Humanities","Current dollars","75","units","0","v62427167","2.3","2550","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427168","2.4","2550","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Business, management and public administration","Current dollars","75","units","0","v62427169","2.6","2805","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Physical and life sciences and technologies","Current dollars","75","units","0","v62427170","2.7","2550","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427171","2.8","2550","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Engineering","Current dollars","75","units","0","v62427172","2.9","2805","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399408","2.11","2550","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Medicine","Current dollars","75","units","0","v62427162","2.13","8250","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Nursing","Current dollars","75","units","0","v62427163","2.14","2550","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Pharmacy","Current dollars","75","units","0","v62427164","2.15","2805","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427165","2.17","2550","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Current dollars","75","units","0","v114648200","2.18","2550","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414657","3.19","6485","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427173","3.1","8031","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427180","3.2","6030","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427181","3.3","6030","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427182","3.4","6030","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427184","3.6","6030","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427185","3.7","6030","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427186","3.8","6030","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427187","3.9","6030","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399409","3.11","6030","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427176","3.14","6030","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427178","3.16","12746","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427179","3.17","6030","","","","0"
"2017/2018","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414658","4.19","7718","","","","0"
"2017/2018","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427188","4.1","6959","","","","0"
"2017/2018","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427196","4.2","7219","","","","0"
"2017/2018","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427197","4.3","6757","","","","0"
"2017/2018","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427198","4.4","6760","","","","0"
"2017/2018","Nova Scotia","2016A000212","Law","Current dollars","75","units","0","v62427199","4.5","14591","","","","0"
"2017/2018","Nova Scotia","2016A000212","Business, management and public administration","Current dollars","75","units","0","v62427200","4.6","7282","","","","0"
"2017/2018","Nova Scotia","2016A000212","Physical and life sciences and technologies","Current dollars","75","units","0","v62427201","4.7","7457","","","","0"
"2017/2018","Nova Scotia","2016A000212","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427202","4.8","7366","","","","0"
"2017/2018","Nova Scotia","2016A000212","Engineering","Current dollars","75","units","0","v62427203","4.9","9231","","","","0"
"2017/2018","Nova Scotia","2016A000212","Architecture","Current dollars","75","units","0","v62427189","4.10","7202","","","","0"
"2017/2018","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427190","4.11","6982","","","","0"
"2017/2018","Nova Scotia","2016A000212","Dentistry","Current dollars","75","units","0","v62427191","4.12","24107","","","","0"
"2017/2018","Nova Scotia","2016A000212","Medicine","Current dollars","75","units","0","v62427192","4.13","19459","","","","0"
"2017/2018","Nova Scotia","2016A000212","Nursing","Current dollars","75","units","0","v62427193","4.14","7391","","","","0"
"2017/2018","Nova Scotia","2016A000212","Pharmacy","Current dollars","75","units","0","v62427194","4.15","10731","","","","0"
"2017/2018","Nova Scotia","2016A000212","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427195","4.17","7608","","","","0"
"2017/2018","Nova Scotia","2016A000212","Personal, protective and transportation services","Current dollars","75","units","0","v1001399410","4.18","7370","","","","0"
"2017/2018","New Brunswick","2016A000213","Total, field of study","Current dollars","75","units","0","v1001414659","5.19","6908","","","","0"
"2017/2018","New Brunswick","2016A000213","Education","Current dollars","75","units","0","v62427204","5.1","6529","","","","0"
"2017/2018","New Brunswick","2016A000213","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427208","5.2","7202","","","","0"
"2017/2018","New Brunswick","2016A000213","Humanities","Current dollars","75","units","0","v62427209","5.3","6927","","","","0"
"2017/2018","New Brunswick","2016A000213","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427210","5.4","6807","","","","0"
"2017/2018","New Brunswick","2016A000213","Law","Current dollars","75","units","0","v62427211","5.5","9168","","","","0"
"2017/2018","New Brunswick","2016A000213","Business, management and public administration","Current dollars","75","units","0","v62427212","5.6","6855","","","","0"
"2017/2018","New Brunswick","2016A000213","Physical and life sciences and technologies","Current dollars","75","units","0","v62427213","5.7","7107","","","","0"
"2017/2018","New Brunswick","2016A000213","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427214","5.8","6689","","","","0"
"2017/2018","New Brunswick","2016A000213","Engineering","Current dollars","75","units","0","v62427215","5.9","7368","","","","0"
"2017/2018","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427205","5.11","6709","","","","0"
"2017/2018","New Brunswick","2016A000213","Nursing","Current dollars","75","units","0","v62427206","5.14","6300","","","","0"
"2017/2018","New Brunswick","2016A000213","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427207","5.17","6244","","","","0"
"2017/2018","Quebec","2016A000224","Total, field of study","Current dollars","75","units","0","v1001414660","6.19","2880","","","","0"
"2017/2018","Quebec","2016A000224","Education","Current dollars","75","units","0","v62427216","6.1","2509","","","","0"
"2017/2018","Quebec","2016A000224","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427225","6.2","3226","","","","0"
"2017/2018","Quebec","2016A000224","Humanities","Current dollars","75","units","0","v62427226","6.3","3774","","","","0"
"2017/2018","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427227","6.4","2970","","","","0"
"2017/2018","Quebec","2016A000224","Law","Current dollars","75","units","0","v62427228","6.5","2803","","","","0"
"2017/2018","Quebec","2016A000224","Business, management and public administration","Current dollars","75","units","0","v62427229","6.6","2716","","","","0"
"2017/2018","Quebec","2016A000224","Physical and life sciences and technologies","Current dollars","75","units","0","v62427230","6.7","3114","","","","0"
"2017/2018","Quebec","2016A000224","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427231","6.8","2974","","","","0"
"2017/2018","Quebec","2016A000224","Engineering","Current dollars","75","units","0","v62427232","6.9","2807","","","","0"
"2017/2018","Quebec","2016A000224","Architecture","Current dollars","75","units","0","v62427217","6.10","2712","","","","0"
"2017/2018","Quebec","2016A000224","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427218","6.11","2763","","","","0"
"2017/2018","Quebec","2016A000224","Dentistry","Current dollars","75","units","0","v62427219","6.12","3851","","","","0"
"2017/2018","Quebec","2016A000224","Medicine","Current dollars","75","units","0","v62427220","6.13","3175","","","","0"
"2017/2018","Quebec","2016A000224","Nursing","Current dollars","75","units","0","v62427221","6.14","2602","","","","0"
"2017/2018","Quebec","2016A000224","Pharmacy","Current dollars","75","units","0","v62427222","6.15","2550","","","","0"
"2017/2018","Quebec","2016A000224","Veterinary medicine","Current dollars","75","units","0","v62427223","6.16","2559","","","","0"
"2017/2018","Quebec","2016A000224","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427224","6.17","2908","","","","0"
"2017/2018","Quebec","2016A000224","Personal, protective and transportation services","Current dollars","75","units","0","v114648201","6.18","2416","","","","0"
"2017/2018","Ontario","2016A000235","Total, field of study","Current dollars","75","units","0","v1001414661","7.19","8519","","","","0"
"2017/2018","Ontario","2016A000235","Education","Current dollars","75","units","0","v62427233","7.1","6826","","","","0"
"2017/2018","Ontario","2016A000235","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427242","7.2","6997","","","","0"
"2017/2018","Ontario","2016A000235","Humanities","Current dollars","75","units","0","v62427243","7.3","6603","","","","0"
"2017/2018","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427244","7.4","6636","","","","0"
"2017/2018","Ontario","2016A000235","Law","Current dollars","75","units","0","v62427245","7.5","20615","","","","0"
"2017/2018","Ontario","2016A000235","Business, management and public administration","Current dollars","75","units","0","v62427246","7.6","10131","","","","0"
"2017/2018","Ontario","2016A000235","Physical and life sciences and technologies","Current dollars","75","units","0","v62427247","7.7","7361","","","","0"
"2017/2018","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427248","7.8","8842","","","","0"
"2017/2018","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427249","7.9","11907","","","","0"
"2017/2018","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427234","7.10","8485","","","","0"
"2017/2018","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427235","7.11","6648","","","","0"
"2017/2018","Ontario","2016A000235","Dentistry","Current dollars","75","units","0","v62427236","7.12","38538","","","","0"
"2017/2018","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427237","7.13","25850","","","","0"
"2017/2018","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427238","7.14","6776","","","","0"
"2017/2018","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427239","7.15","19239","","","","0"
"2017/2018","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427240","7.16","8540","","","","0"
"2017/2018","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427241","7.17","7541","","","","0"
"2017/2018","Ontario","2016A000235","Personal, protective and transportation services","Current dollars","75","units","0","v114648202","7.18","6740","","","","0"
"2017/2018","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414662","8.19","4227","","","","0"
"2017/2018","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427250","8.1","3656","","","","0"
"2017/2018","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427258","8.2","3867","","","","0"
"2017/2018","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427259","8.3","3582","","","","0"
"2017/2018","Manitoba","2016A000246","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427260","8.4","3612","","","","0"
"2017/2018","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427261","8.5","9717","","","","0"
"2017/2018","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427262","8.6","4150","","","","0"
"2017/2018","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427263","8.7","3857","","","","0"
"2017/2018","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427264","8.8","3824","","","","0"
"2017/2018","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427265","8.9","5644","","","","0"
"2017/2018","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427251","8.10","4230","","","","0"
"2017/2018","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427252","8.11","4047","","","","0"
"2017/2018","Manitoba","2016A000246","Dentistry","Current dollars","75","units","0","v62427253","8.12","20331","","","","0"
"2017/2018","Manitoba","2016A000246","Medicine","Current dollars","75","units","0","v62427254","8.13","8287","","","","0"
"2017/2018","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427255","8.14","5197","","","","0"
"2017/2018","Manitoba","2016A000246","Pharmacy","Current dollars","75","units","0","v62427256","8.15","7963","","","","0"
"2017/2018","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427257","8.17","3871","","","","0"
"2017/2018","Manitoba","2016A000246","Personal, protective and transportation services","Current dollars","75","units","0","v114648203","8.18","3694","","","","0"
"2017/2018","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414663","9.19","7257","","","","0"
"2017/2018","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427266","9.1","6364","","","","0"
"2017/2018","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427274","9.2","6459","","","","0"
"2017/2018","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427275","9.3","6157","","","","0"
"2017/2018","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427276","9.4","6145","","","","0"
"2017/2018","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427277","9.5","13002","","","","0"
"2017/2018","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427278","9.6","7164","","","","0"
"2017/2018","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427279","9.7","6358","","","","0"
"2017/2018","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427280","9.8","6441","","","","0"
"2017/2018","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427281","9.9","7344","","","","0"
"2017/2018","Saskatchewan","2016A000247","Architecture","Current dollars","75","units","0","v1001399411","9.10","5994","","","","0"
"2017/2018","Saskatchewan","2016A000247","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427267","9.11","6127","","","","0"
"2017/2018","Saskatchewan","2016A000247","Dentistry","Current dollars","75","units","0","v62427268","9.12","33619","","","","0"
"2017/2018","Saskatchewan","2016A000247","Medicine","Current dollars","75","units","0","v62427269","9.13","16642","","","","0"
"2017/2018","Saskatchewan","2016A000247","Nursing","Current dollars","75","units","0","v62427270","9.14","7322","","","","0"
"2017/2018","Saskatchewan","2016A000247","Pharmacy","Current dollars","75","units","0","v62427271","9.15","9782","","","","0"
"2017/2018","Saskatchewan","2016A000247","Veterinary medicine","Current dollars","75","units","0","v62427272","9.16","9296","","","","0"
"2017/2018","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427273","9.17","6475","","","","0"
"2017/2018","Saskatchewan","2016A000247","Personal, protective and transportation services","Current dollars","75","units","0","v114648204","9.18","6353","","","","0"
"2017/2018","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414664","10.19","5736","","","","0"
"2017/2018","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427129","10.1","5271","","","","0"
"2017/2018","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427137","10.2","4970","","","","0"
"2017/2018","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427138","10.3","5039","","","","0"
"2017/2018","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427139","10.4","5284","","","","0"
"2017/2018","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427140","10.5","11025","","","","0"
"2017/2018","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427141","10.6","5842","","","","0"
"2017/2018","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427142","10.7","5319","","","","0"
"2017/2018","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427143","10.8","5246","","","","0"
"2017/2018","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427144","10.9","6380","","","","0"
"2017/2018","Alberta","2016A000248","Architecture","Current dollars","75","units","0","v1001399412","10.10","5525","","","","0"
"2017/2018","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427130","10.11","5193","","","","0"
"2017/2018","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62427131","10.12","20184","","","","0"
"2017/2018","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427132","10.13","13300","","","","0"
"2017/2018","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427133","10.14","5845","","","","0"
"2017/2018","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427134","10.15","9987","","","","0"
"2017/2018","Alberta","2016A000248","Veterinary medicine","Current dollars","75","units","0","v62427135","10.16","10864","","","","0"
"2017/2018","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427136","10.17","5161","","","","0"
"2017/2018","Alberta","2016A000248","Personal, protective and transportation services","Current dollars","75","units","0","v114648205","10.18","4523","","","","0"
"2017/2018","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414665","11.19","5669","","","","0"
"2017/2018","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427145","11.1","5211","","","","0"
"2017/2018","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427153","11.2","5558","","","","0"
"2017/2018","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427154","11.3","4972","","","","0"
"2017/2018","British Columbia","2016A000259","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427155","11.4","5161","","","","0"
"2017/2018","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427156","11.5","12894","","","","0"
"2017/2018","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427157","11.6","5398","","","","0"
"2017/2018","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427158","11.7","5109","","","","0"
"2017/2018","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427159","11.8","5090","","","","0"
"2017/2018","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427160","11.9","5631","","","","0"
